"Table A2P - Number of households owed a prevention duty by reason for loss, or threat of loss, of last settled home
England, October to December 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,End of private rented tenancy - assured shorthold,,,,,,,,,,,,,,,End of private rented tenancy - not assured shorthold,Family or friends no longer willing or able to accommodate,Non-violent relationship breakdown with partner,Domestic abuse,Other violence or harrassment,,End of social rented tenancy,,,,,Eviction from supported housing,,,,,Left institution with no accommodation available,Required to leave accommodation provided by Home Office as asylum support,Other reasons / not known6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Number of households
,,,,Total owed a prevention duty1,,"End of assured shorthold (AST) private rented tenancy, due to..",,,,,,,,,,,,,,,End of non-AST private rented tenancy,Family or friends no longer willing or able to accommodate,Non-violent relationship breakdown with partner,Domestic abuse,Other violence or harrassment,,"End of social rented tenancy, due to..",,,,,"Eviction from supported housing, due to..",,,,,Left institution with no accommodation available,Required to leave accommodation provided by Home Office as asylum support,Other reasons / not known5
,,,,,,"Total end
 of AST",,Of which:,,,,,,,,,,,,,,,,,,,Total end of social rented tenancy,Of which:,,,,Total evicted from supported housing,Of which:,,,,,,
,,,,,,,,"Rent arrears, due to..",,,,,,"Breach of tenancy, not related to rent arrears",Landlord wishing to sell or re-let the property,Tenant complained to the council / agent / landlord about disrepair,Illegal eviction ,Tenant abandoned property,Other reasons / not known,,,,,,,,,Rent arrears2,"Breach of tenancy, not related to rent arrears",Other reasons / not known3,,,Rent arrears,"Breach of tenancy or licence, not related to rent arrears",Other reasons / not known4,,,,
,,,,,,,,Tenant difficulty budgeting or making other payment(s) ,"Increase
 in rent  ",Reduction in employment income,"Changes
 in benefit entitlement",Change in personal circumstances ,,,,,,,,,,,,,,,,,,,,,,,,,,,
E92000001,ENGLAND,,,"31,800",,"11,790",,670,170,210,200,640,,200,"7,470",170,60,90,"1,900",,"1,480","8,550","1,540","2,240",520,,"1,510","1,000",110,390,,"1,200",110,390,690,,680,670,"1,640"
E12000007,London,,,"5,850",,"2,420",,120,50,20,110,100,,20,"1,500",50,10,10,420,,300,"1,680",140,270,90,,350,280,10,60,,130,10,40,90,,60,90,330
-,Rest of England,,,"25,950",,"9,370",,550,120,190,100,540,,170,"5,970",120,50,80,"1,470",,"1,180","6,870","1,400","1,980",430,,"1,160",720,100,330,,"1,060",100,360,600,,620,580,"1,300"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E12000001,North East,,,"2,320",,580,,60,0,10,10,30,,10,330,10,10,10,110,,100,640,170,240,80,,100,50,0,40,,90,10,40,40,,50,140,130
E12000002,North West,,,"4,350",,"1,570",,50,20,20,20,90,,30,"1,100",30,10,10,210,,240,"1,190",190,340,50,,180,120,20,50,,130,10,40,90,,110,160,180
E12000003,Yorkshire and The Humber,,,"3,420",,"1,060",,80,10,20,10,50,,20,640,10,10,20,180,,80,"1,020",200,290,70,,150,70,20,60,,190,10,60,120,,120,120,120
E12000004,East Midlands,,,"2,550",,"1,030",,60,10,30,10,40,,10,670,20,0,10,170,,80,640,160,190,30,,110,70,0,40,,110,10,40,60,,70,50,80
E12000005,West Midlands,,,"2,590",,820,,30,10,20,10,50,,10,540,10,10,0,130,,120,680,130,280,60,,90,60,10,20,,130,10,40,80,,30,30,210
E12000006,East of England,,,"3,160",,"1,210",,90,10,30,10,80,,30,770,10,0,10,180,,140,830,170,200,40,,200,140,20,40,,130,10,30,80,,50,30,160
E12000007,London,,,"5,850",,"2,420",,120,50,20,110,100,,20,"1,500",50,10,10,420,,300,"1,680",140,270,90,,350,280,10,60,,130,10,40,90,,60,90,330
E12000008,South East,,,"4,860",,"1,940",,140,40,30,20,140,,40,"1,170",20,10,10,330,,280,"1,250",250,270,70,,200,140,10,50,,160,30,60,70,,130,40,260
E12000009,South West,,,"2,710",,"1,150",,50,20,30,10,50,,40,750,10,0,10,160,,130,610,130,160,40,,120,70,10,40,,130,20,50,50,,70,10,160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000223,Adur,,,9,,6,,0,0,0,0,0,,0,5,0,0,0,1,,0,2,0,1,0,,0,0,0,0,,0,0,0,0,,0,0,0
E07000026,Allerdale,,,49,,13,,0,1,1,1,0,,0,9,0,0,0,1,,2,10,5,8,0,,4,1,0,3,,1,0,1,0,,1,0,5
E07000032,Amber Valley,,,63,,21,,1,0,0,0,0,,1,13,0,0,0,6,,1,23,8,4,0,,0,0,0,0,,3,2,0,1,,1,0,2
E07000224,Arun,,,84,,40,,3,0,0,0,0,,1,34,0,0,0,2,,2,24,4,0,2,,6,4,0,2,,4,0,1,3,,0,1,1
E07000170,Ashfield,,,51,,31,,1,0,0,0,1,,0,24,1,0,0,4,,1,6,3,7,0,,0,0,0,0,,0,0,0,0,,1,0,2
E07000105,Ashford,,,86,,38,,1,2,1,0,1,,1,27,2,0,0,3,,4,22,6,6,0,,1,1,0,0,,0,0,0,0,,2,0,7
E07000200,Babergh,,,55,,17,,3,0,1,0,1,,1,7,0,0,0,4,,2,9,5,8,0,,9,7,0,2,,0,0,0,0,,0,0,5
E09000002,Barking & Dagenham,,,159,,45,,1,0,0,2,7,,1,30,0,0,1,3,,3,70,7,10,1,,2,2,0,0,,1,0,0,1,,3,12,5
E09000003,Barnet,,,243,,128,,3,1,1,4,3,,0,91,0,0,1,24,,10,50,2,25,3,,1,1,0,0,,2,0,0,2,,3,0,19
E08000016,Barnsley,,,78,,34,,4,0,3,2,3,,2,18,0,0,0,2,,0,20,4,0,0,,7,3,2,2,,10,0,4,6,,1,2,0
E07000027,Barrow-in-Furness,,,34,,12,,0,0,0,1,0,,1,9,0,0,1,0,,0,13,2,4,0,,0,0,0,0,,2,0,0,2,,0,0,1
E07000066,Basildon,,,38,,22,,3,1,0,0,0,,2,14,0,0,0,2,,0,10,1,2,0,,0,0,0,0,,2,0,0,2,,0,0,1
E07000084,Basingstoke & Deane,,,95,,36,,2,0,0,0,1,,0,21,0,0,0,12,,4,30,3,2,1,,5,4,0,1,,4,2,1,1,,4,0,6
E07000171,Bassetlaw,,,39,,19,,0,0,2,0,2,,0,11,1,2,1,0,,2,10,0,1,1,,0,0,0,0,,3,2,1,0,,1,0,2
E06000022,Bath & North East Somerset,,,57,,18,,0,1,1,0,2,,0,12,0,0,1,1,,1,10,6,1,0,,2,1,0,1,,3,0,1,2,,0,0,16
E06000055,Bedford,,,124,,63,,3,1,1,1,7,,0,39,0,0,1,10,,1,28,2,6,2,,5,3,1,1,,8,1,5,2,,3,0,6
E09000004,Bexley,,,136,,71,,1,1,2,4,5,,0,39,5,0,0,14,,1,43,4,6,1,,7,6,0,1,,1,0,0,1,,0,0,2
E08000025,Birmingham,,,538,,148,,3,2,2,2,14,,1,95,4,2,0,23,,34,152,16,75,11,,11,9,0,2,,36,1,16,19,,12,4,39
E07000129,Blaby,,,48,,14,,1,0,1,1,0,,0,6,0,0,0,5,,1,12,1,3,2,,15,10,0,5,,0,0,0,0,,0,0,0
E06000008,Blackburn with Darwen,,,134,,24,,0,0,0,0,0,,0,20,0,0,0,4,,9,50,5,19,1,,2,1,0,1,,8,0,1,7,,1,6,9
E06000009,Blackpool,,,137,,78,,11,1,0,1,12,,6,32,2,0,0,13,,4,26,5,6,2,,1,0,0,1,,6,0,3,3,,6,0,3
E07000033,Bolsover,,,38,,15,,0,0,0,0,0,,0,15,0,0,0,0,,0,11,4,6,0,,0,0,0,0,,1,0,1,0,,0,0,1
E08000001,Bolton,,,203,,80,,2,2,0,1,4,,0,59,0,0,1,11,,11,62,4,15,2,,4,1,0,3,,9,3,3,3,,1,9,6
E07000136,Boston,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E06000058,"Bournemouth, Christchurch and Poole",,,223,,113,,6,7,2,2,17,,6,64,0,1,0,8,,11,40,9,10,5,,10,5,0,5,,4,1,0,3,,7,1,13
E06000036,Bracknell Forest,,,66,,24,,1,1,0,0,4,,1,15,0,0,0,2,,3,18,1,4,1,,3,1,1,1,,5,1,1,3,,1,0,6
E08000032,Bradford,,,293,,89,,4,0,0,2,5,,2,41,2,4,3,26,,3,88,10,24,10,,8,2,3,3,,24,2,8,14,,5,18,14
E07000067,Braintree,,,61,,23,,4,0,0,0,2,,0,12,0,0,3,2,,3,13,4,5,2,,3,2,0,1,,4,0,1,3,,0,2,2
E07000143,Breckland,,,58,,26,,4,0,1,0,2,,0,16,0,0,0,3,,1,13,1,9,2,,1,1,0,0,,0,0,0,0,,1,0,4
E09000005,Brent,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E07000068,Brentwood,,,16,,5,,0,0,0,0,1,,0,3,0,0,0,1,,2,3,3,1,0,,1,0,0,1,,0,0,0,0,,0,0,1
E06000043,Brighton & Hove,,,192,,96,,23,9,1,3,1,,1,38,0,0,0,20,,11,26,8,10,4,,4,2,0,2,,7,0,2,5,,2,1,23
E06000023,Bristol,,,141,,73,,1,2,2,0,2,,4,45,0,0,2,15,,7,28,1,4,1,,4,2,1,1,,4,1,1,2,,12,2,5
E07000144,Broadland,,,34,,17,,1,0,1,0,0,,0,14,0,0,0,1,,2,1,3,0,0,,1,0,0,1,,2,0,0,2,,0,0,8
E09000006,Bromley,,,147,,53,,3,0,1,1,1,,0,37,1,0,0,9,,4,42,12,8,8,,5,2,0,3,,1,0,0,1,,1,1,12
E07000234,Bromsgrove,,,66,,14,,0,1,0,1,0,,0,6,0,0,0,6,,0,32,3,10,0,,3,1,0,2,,1,0,0,1,,1,0,2
E07000095,Broxbourne,,,62,,33,,2,1,1,0,3,,0,21,1,0,0,4,,2,11,1,1,1,,5,4,0,1,,0,0,0,0,,3,0,5
E07000172,Broxtowe,,,46,,16,,3,0,0,1,0,,0,10,1,0,0,1,,0,17,4,4,0,,1,0,0,1,,1,0,1,0,,1,1,1
E06000060,Buckinghamshire,,,436,,110,,5,3,4,1,12,,2,62,3,2,1,15,,36,112,32,24,15,,26,21,2,3,,12,5,4,3,,8,23,38
E07000117,Burnley,,,44,,25,,2,1,0,0,3,,0,17,0,0,0,2,,5,8,1,0,0,,0,0,0,0,,0,0,0,0,,0,3,2
E08000002,Bury,,,33,,22,,1,0,0,0,1,,0,18,0,0,0,2,,2,5,1,0,0,,0,0,0,0,,1,0,0,1,,1,0,1
E08000033,Calderdale,,,123,,36,,5,0,2,0,4,,4,17,0,0,1,3,,4,33,6,11,3,,2,1,0,1,,3,0,3,0,,10,6,9
E07000008,Cambridge,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E09000007,Camden,,,45,,16,,1,0,0,0,0,,0,8,0,0,0,7,,8,17,1,1,1,,1,1,0,0,,0,0,0,0,,0,0,0
E07000192,Cannock Chase,,,27,,13,,3,1,1,0,1,,0,6,0,0,1,0,,0,3,1,5,2,,0,0,0,0,,0,0,0,0,,0,0,3
E07000106,Canterbury,,,55,,14,,3,0,0,0,1,,0,8,0,0,0,2,,6,13,1,8,1,,1,1,0,0,,7,0,4,3,,1,0,3
E07000028,Carlisle,,,42,,17,,0,0,1,0,0,,1,12,1,0,0,2,,3,9,5,0,0,,1,0,0,1,,0,0,0,0,,4,0,3
E07000069,Castle Point,,,36,,22,,0,0,0,0,1,,1,14,0,0,0,6,,0,10,2,0,0,,0,0,0,0,,0,0,0,0,,0,0,2
E06000056,Central Bedfordshire,,,146,,49,,3,0,1,0,4,,0,36,0,0,0,5,,6,33,10,21,1,,3,3,0,0,,3,0,0,3,,0,4,16
E07000130,Charnwood,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E07000070,Chelmsford,,,104,,26,,3,0,1,0,2,,1,16,0,0,0,3,,8,29,11,7,3,,14,12,1,1,,1,0,0,1,,0,0,5
E07000078,Cheltenham,,,61,,26,,2,0,0,1,2,,0,18,0,0,0,3,,2,14,1,12,0,,0,0,0,0,,5,1,3,1,,1,0,0
E07000177,Cherwell,,,41,,22,,3,0,1,0,2,,1,11,0,0,0,4,,2,10,0,3,0,,2,1,1,0,,0,0,0,0,,1,0,1
E06000049,Cheshire East,,,207,,77,,2,0,1,1,1,,0,60,0,0,0,12,,12,54,12,13,1,,21,17,1,3,,7,1,2,4,,8,0,2
E06000050,Cheshire West & Chester,,,177,,77,,1,0,1,0,1,,1,65,0,0,0,8,,3,52,10,12,2,,4,0,1,3,,1,0,1,0,,3,5,8
E07000034,Chesterfield,,,57,,29,,2,0,1,0,1,,1,21,1,0,1,1,,3,13,2,6,0,,1,0,1,0,,1,0,1,0,,1,0,1
E07000225,Chichester,,,33,,20,,0,0,1,0,3,,0,15,0,0,0,1,,0,8,2,1,0,,0,0,0,0,,0,0,0,0,,0,0,2
E07000118,Chorley,,,39,,11,,0,0,0,0,1,,0,9,0,0,0,1,,5,8,2,3,0,,1,0,1,0,,2,0,1,1,,2,2,3
E09000001,City of London,,,1,,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,0
E07000071,Colchester,,,137,,68,,7,0,1,1,7,,1,43,0,1,2,5,,6,23,8,6,4,,7,2,1,4,,7,0,0,7,,0,2,6
E07000029,Copeland,,,51,,4,,0,0,0,0,0,,0,4,0,0,0,0,,7,19,7,5,0,,2,0,2,0,,3,0,2,1,,0,0,4
E06000052,Cornwall,,,262,,102,,6,1,2,1,4,,4,71,1,0,2,10,,5,52,10,20,7,,11,6,3,2,,22,2,12,8,,23,0,10
E07000079,Cotswold,,,24,,7,,1,0,0,0,0,,0,5,1,0,0,0,,4,6,3,2,0,,1,1,0,0,,0,0,0,0,,0,0,1
E08000026,Coventry,,,187,,72,,6,1,1,1,11,,0,36,1,2,2,11,,12,32,2,6,4,,19,16,2,1,,15,1,4,10,,3,12,10
E07000163,Craven,,,12,,7,,1,0,0,0,2,,0,4,0,0,0,0,,0,3,1,0,0,,1,0,0,1,,0,0,0,0,,0,0,0
E07000226,Crawley,,,79,,37,,2,1,0,0,2,,2,26,0,0,0,4,,4,19,7,4,1,,3,1,0,2,,3,1,0,2,,0,0,1
E09000008,Croydon,,,162,,98,,4,1,1,0,4,,0,70,7,0,0,11,,4,50,2,1,1,,0,0,0,0,,2,0,0,2,,0,1,3
E07000096,Dacorum,,,67,,25,,1,0,0,0,1,,0,14,0,1,0,8,,3,20,6,1,1,,6,5,0,1,,3,0,1,2,,0,2,0
E06000005,Darlington,,,154,,31,,4,0,2,1,0,,0,19,0,0,0,5,,10,26,5,11,2,,11,7,2,2,,5,0,2,3,,5,5,43
E07000107,Dartford,,,81,,34,,1,0,2,0,8,,1,17,2,1,0,2,,7,21,4,5,2,,4,4,0,0,,2,0,0,2,,1,0,1
E06000015,Derby,,,361,,88,,10,0,3,1,3,,1,46,6,0,4,14,,11,113,34,40,3,,8,5,0,3,,34,1,23,10,,9,13,8
E07000035,Derbyshire Dales,,,39,,9,,0,0,0,0,0,,2,6,0,0,0,1,,7,12,7,2,0,,0,0,0,0,,0,0,0,0,,1,0,1
E08000017,Doncaster,,,148,,65,,4,1,0,1,3,,1,40,1,1,1,12,,4,37,7,11,3,,3,0,0,3,,6,1,3,2,,6,2,4
E06000059,Dorset,,,153,,56,,0,0,1,0,3,,1,47,0,1,1,2,,13,32,4,10,3,,16,12,1,3,,4,0,2,2,,0,0,15
E07000108,Dover,,,43,,10,,0,0,0,0,0,,0,10,0,0,0,0,,8,13,3,3,2,,0,0,0,0,,0,0,0,0,,1,0,3
E08000027,Dudley,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E06000047,Durham,,,252,,84,,9,0,0,0,10,,4,58,1,1,0,1,,3,73,12,29,7,,6,5,0,1,,17,1,7,9,,8,0,13
E09000009,Ealing,,,355,,184,,6,5,1,7,8,,0,126,4,3,4,20,,26,89,2,15,2,,5,5,0,0,,4,0,0,4,,4,6,18
E07000009,East Cambridgeshire,,,66,,16,,1,0,0,0,2,,0,13,0,0,0,0,,10,20,11,4,0,,2,2,0,0,,2,2,0,0,,0,0,1
E07000040,East Devon,,,93,,27,,0,0,4,0,1,,0,19,0,0,0,3,,6,43,3,5,0,,3,2,0,1,,4,0,1,3,,1,0,1
E07000085,East Hampshire,,,65,,14,,1,0,0,0,0,,0,9,0,0,0,4,,4,26,6,7,1,,1,0,0,1,,1,0,0,1,,3,0,2
E07000242,East Hertfordshire,,,52,,23,,0,0,0,0,2,,1,18,0,0,0,2,,2,12,4,3,3,,1,1,0,0,,2,0,0,2,,1,0,1
